"state","chsq.prob","odds","pval","cases_yearly","max_cases_monthly","cases_2years","max_gaplength","mean_gaplength","t_since_last_case","t_nocase_prior_lastcase","consecutive_cases_2yr"
"HND.1_1",NA,NA,NA,0,0,0,61,61,61,0,"N"
"HND.2_1",NA,NA,NA,0,0,0,61,61,61,0,"N"
"HND.3_1",NA,NA,NA,0,0,0,61,61,61,0,"N"
"HND.4_1",0.0503411969221028,0.970396270996425,0.0573800244563565,8,5,8,10,2.1,10,4,"N"
"HND.5_1",NA,NA,NA,0,0,0,61,61,61,0,"N"
"HND.6_1",0.0000329277034761821,1.10244007005197,0.00121776475991414,3.8,4,19,39,5.2,5,2,"Y"
"HND.7_1",NA,NA,NA,0,0,0,61,61,61,0,"N"
"HND.8_1",NA,NA,NA,0,0,0,61,61,61,0,"N"
"HND.9_1",NA,NA,NA,0,0,0,61,61,61,0,"N"
"HND.10_1",0.0342943381103951,0.957315980495073,0.047731997127919,2.8,4,2,23,5.88888888888889,23,0,"Y"
"HND.11_1",NA,NA,NA,0,0,0,61,61,61,0,"N"
"HND.12_1",0.00509802289037264,0.943210433449433,0.0122489275980163,2.4,3,0,25,6.75,25,1,"N"
"HND.13_1",NA,NA,NA,0,0,0,61,61,61,0,"N"
"HND.14_1",NA,NA,NA,0,0,0,61,61,61,0,"N"
"HND.15_1",NA,NA,NA,0,0,0,61,61,61,0,"N"
"HND.16_1",NA,NA,NA,0,0,0,61,61,61,0,"N"
"HND.17_1",0.286696354300394,0.97494638034822,0.29884764699118,1,2,1,23,11.4,20,6,"N"
"HND.18_1",0.00013033277844221,1.10712394162975,0.003492178857092,2,4,10,44,6.75,6,2,"Y"
