"state","chsq.prob","odds","pval","cases_yearly","max_cases_monthly","cases_2years","max_gaplength","mean_gaplength","t_since_last_case","t_nocase_prior_lastcase","consecutive_cases_2yr"
"CUB.1_1",0.0251319262129825,1.08761627545654,0.071579864960441,0.4,1,2,39,19.6666666666667,2,18,"N"
"CUB.2_1",0.70417874401237,1.00602988403467,0.704534308017312,2.6,2,6,10,4.16666666666667,0,7,"N"
"CUB.3_1",0.5467914824754,1.00988440100309,0.548162351643123,2.2,2,5,13,4.63636363636364,4,2,"Y"
"CUB.4_1",0.925147745000339,1.00196364961514,0.925159014738792,1,1,2,26,9.33333333333333,16,4,"N"
"CUB.5_1",0.0685580514646922,1.1096828826823,0.175770351488183,0.2,1,1,51,30,9,51,"N"
"CUB.6_1",NA,NA,NA,0,0,0,61,61,61,0,"N"
"CUB.7_1",0.239450851207357,1.01957893894842,0.24564178294252,3.8,6,3,21,4.63636363636364,3,6,"N"
"CUB.8_1",NA,NA,NA,0,0,0,61,61,61,0,"N"
"CUB.9_1",NA,NA,NA,0,0,0,61,61,61,0,"N"
"CUB.10_1",NA,NA,NA,0,0,0,61,61,61,0,"N"
"CUB.11_1",0.828520902415561,1.00335756962015,0.828586344710466,3,3,6,14,3.76923076923077,14,0,"Y"
"CUB.12_1",NA,NA,NA,0,0,0,61,61,61,0,"N"
"CUB.13_1",0.000782138732005166,1.06337491131931,0.00277044347449889,10.8,10,28,7,1.13793103448276,0,1,"Y"
"CUB.14_1",0.0209486391473942,0.958635001879843,0.0297416042300968,1.8,2,0,27,5.88888888888889,27,5,"N"
"CUB.15_1",0.419071434762035,0.987230759932855,0.421737073235691,12,9,20,8,1.21428571428571,2,1,"Y"
"CUB.16_1",0.964324278046912,1.00066708764359,0.964324812777007,5.6,3,14,5,2.26315789473684,3,1,"Y"
