"state","chsq.prob","odds","pval","cases_yearly","max_cases_monthly","cases_2years","max_gaplength","mean_gaplength","t_since_last_case","t_nocase_prior_lastcase","consecutive_cases_2yr"
"BRA.1_1",NA,NA,NA,0,0,0,61,61,61,0,"N"
"BRA.2_1",NA,NA,NA,0.2,1,0,59,30,59,1,"N"
"BRA.3_1",NA,NA,NA,0,0,0,61,61,61,0,"N"
"BRA.4_1",NA,NA,NA,0,0,0,61,61,61,0,"N"
"BRA.5_1",0.180408691805176,0.971551129170444,0.19427231341908,1.6,2,2,26,9.33333333333333,14,7,"N"
"BRA.6_1",0.647850503476952,0.993062474592218,0.648392928972464,3.6,3,5,9,3.13333333333333,1,6,"N"
"BRA.7_1",NA,NA,NA,0,0,0,61,61,61,0,"N"
"BRA.8_1",NA,NA,NA,0,0,0,61,61,61,0,"N"
"BRA.9_1",NA,NA,NA,0,0,0,61,61,61,0,"N"
"BRA.10_1",0.00696605455374066,1.04500683844214,0.0111757302311374,21.4,14,71,13,1,0,0,"Y"
"BRA.12_1",NA,NA,NA,0,0,0,61,61,61,0,"N"
"BRA.11_1",0.331873197047593,0.977254609436839,0.341931402523947,0.8,1,1,29,11.4,13,11,"N"
"BRA.13_1",0.192606997889447,1.06446993905447,0.25756432033944,0.2,1,1,46,30,14,46,"N"
"BRA.14_1",0.0123141305830545,0.942864936038402,0.0258928001436831,2,3,0,27,9.33333333333333,27,0,"N"
"BRA.15_1",0.227013116294173,0.944924736979256,0.283564216352574,0.4,2,0,43,30,43,17,"N"
"BRA.16_1",0.0873144294508117,0.910974037877023,0.18615800254763,0.2,1,0,48,30,48,12,"N"
"BRA.17_1",0.0287206105862534,0.963996828859332,0.0364875913511628,2.4,2,3,15,4.63636363636364,15,3,"N"
"BRA.18_1",0.803657772272932,0.993831652799616,0.803958492334694,1,2,1,23,14.5,23,3,"N"
"BRA.19_1",NA,NA,NA,0,0,0,61,61,61,0,"N"
"BRA.20_1",0.777968063283016,1.0059120885857,0.778262257346942,0.8,1,1,17,11.4,14,16,"N"
"BRA.21_1",NA,NA,NA,0,0,0,61,61,61,0,"N"
"BRA.22_1",NA,NA,NA,0,0,0,61,61,61,0,"N"
"BRA.23_1",NA,NA,NA,0,0,0,61,61,61,0,"N"
"BRA.24_1",NA,NA,NA,0,0,0,61,61,61,0,"N"
"BRA.25_1",NA,NA,NA,0,0,0,61,61,61,0,"N"
"BRA.26_1",NA,NA,NA,0,0,0,61,61,61,0,"N"
"BRA.27_1",NA,NA,NA,0,0,0,61,61,61,0,"N"
