"state","chsq.prob","odds","pval","cases_yearly","max_cases_monthly","cases_2years","max_gaplength","mean_gaplength","t_since_last_case","t_nocase_prior_lastcase","consecutive_cases_2yr"
"ECU.1_1",NA,NA,NA,0,0,0,61,61,61,0,"N"
"ECU.2_1",NA,NA,NA,0,0,0,61,61,61,0,"N"
"ECU.3_1",0.589259081529085,1.01644897952924,0.593358633155701,0.4,1,1,30,19.6666666666667,9,30,"N"
"ECU.4_1",NA,NA,NA,0,0,0,61,61,61,0,"N"
"ECU.5_1",NA,NA,NA,0,0,0,61,61,61,0,"N"
"ECU.6_1",0.676599636424592,0.982600728944803,0.680602924600695,0.2,1,0,34,30,34,26,"N"
"ECU.7_1",0.0873144294508117,1.09772612436952,0.186158002547629,0.2,1,1,50,30,10,50,"N"
"ECU.8_1",NA,NA,NA,0,0,0,61,61,61,0,"N"
"ECU.9_1",NA,NA,NA,0,0,0,61,61,61,0,"N"
"ECU.10_1",0.925147745000339,0.998040198747832,0.925159014738791,1.2,2,1,24,9.33333333333333,24,1,"N"
"ECU.11_1",NA,NA,NA,0,0,0,61,61,61,0,"N"
"ECU.12_1",0.676599636424592,0.982600728944803,0.680602924600695,0.2,1,0,34,30,34,26,"N"
"ECU.13_1",NA,NA,NA,0,0,0,61,61,61,0,"N"
"ECU.14_1",NA,NA,NA,0,0,0,61,61,61,0,"N"
"ECU.15_1",NA,NA,NA,0,0,0,61,61,61,0,"N"
"ECU.16_1",0.867976655970435,0.993106254201795,0.868248185579694,0.2,1,0,31,30,31,29,"N"
"ECU.17_1",NA,NA,NA,0,0,0,61,61,61,0,"N"
"ECU.18_1",NA,NA,NA,0,0,0,61,61,61,0,"N"
"ECU.19_1",0.616009089091157,0.978992571900815,0.622720535699393,0.2,1,0,35,30,35,25,"N"
"ECU.20_1",NA,NA,NA,0,0,0,61,61,61,0,"N"
"ECU.21_1",NA,NA,NA,0,0,0,61,61,61,0,"N"
"ECU.22_1",NA,NA,NA,0,0,0,61,61,61,0,"N"
"ECU.23_1",0.904462864503441,0.997601498716234,0.904480947858145,2.4,4,3,24,6.75,23,0,"Y"
"ECU.24_1",NA,NA,NA,0,0,0,61,61,61,0,"N"
