"state","chsq.prob","odds","pval","cases_yearly","max_cases_monthly","cases_2years","max_gaplength","mean_gaplength","t_since_last_case","t_nocase_prior_lastcase","consecutive_cases_2yr"
"GTM.1_1",0.0219487512191574,1.06842381302103,0.0479056781941746,0.6,1,3,43,14.5,11,3,"N"
"GTM.2_1",0.810910895185175,1.00719119262759,0.81131020562594,0.4,1,1,30,19.6666666666667,24,5,"N"
"GTM.3_1",0.0000281715906852442,1.70588551510576e-20,0.999515740521345,0.2,1,0,58,30,58,2,"N"
"GTM.4_1",NA,NA,NA,0,0,0,61,61,61,0,"N"
"GTM.5_1",0.0000010567718176091,1.42480149063197e-20,0.999534662918298,0.4,1,0,57,19.6666666666667,57,0,"N"
"GTM.6_1",0.092822311867704,1.04610379514223,0.119074231339839,0.6,1,2,34,14.5,11,5,"N"
"GTM.7_1",0.101520752251958,0.969816185822812,0.113339985228286,1.6,2,1,18,6.75,11,15,"N"
"GTM.8_1",0.817119110539968,0.996554866479728,0.817191137052398,9.4,5,32,10,1.38461538461538,8,0,"Y"
"GTM.9_1",NA,NA,NA,0,0,0,61,61,61,0,"N"
"GTM.10_1",0.0000281715906852442,1.70588551510576e-20,0.999515740521345,0.2,1,0,58,30,58,2,"N"
"GTM.11_1",0.448120293418032,1.03349861973777,0.468171109014631,0.2,1,1,40,30,20,40,"N"
"GTM.12_1",0.867976655970435,0.993106254201795,0.868248185579694,0.2,1,0,31,30,31,29,"N"
"GTM.13_1",0.00000351887336225154,0.86146934510138,0.00238585803178181,22,7,25,9,0.377777777777778,9,0,"Y"
"GTM.14_1",0.0127238426008169,0.95699466820825,0.0194302436856859,14.4,5,33,9,0.823529411764706,9,0,"Y"
"GTM.15_1",0.0705974753729495,1.03082199536071,0.0797712119760485,5,7,21,19,3.76923076923077,10,4,"Y"
"GTM.16_1",NA,NA,NA,0,0,0,61,61,61,0,"N"
"GTM.17_1",0.0152195257780037,0.962727771668165,0.0204543279977766,7.2,6,7,9,1.69565217391304,9,2,"Y"
"GTM.18_1",0.857637968722778,1.00538174195111,0.857808151873742,0.4,1,1,22,19.6666666666667,17,20,"N"
"GTM.19_1",1,1,1,1.4,2,2,20,9.33333333333333,20,1,"N"
"GTM.20_1",0.023676978182155,1.0368711857838,0.0301765150921899,8.6,6,39,19,2.1,10,0,"Y"
"GTM.21_1",0.00222832467498335,0.94854752197376,0.00507867903521396,2.2,1,1,17,4.16666666666667,8,17,"N"
"GTM.22_1",NA,NA,NA,0,0,0,61,61,61,0,"N"
