"state","chsq.prob","odds","pval","cases_yearly","max_cases_monthly","cases_2years","max_gaplength","mean_gaplength","t_since_last_case","t_nocase_prior_lastcase","consecutive_cases_2yr"
"GTM.1_1",0.0000660316963251306,1.42299419848781,0.0516030152420053,0.4,1,2,56,19.6666666666667,2,1,"N"
"GTM.2_1",0.0602338748614608,1.0674861536469,0.10482637026234,0.4,1,2,43,19.6666666666667,11,5,"N"
"GTM.3_1",0.161507822579368,0.933445209988094,0.23495962297512,0.2,1,0,45,30,45,15,"N"
"GTM.4_1",NA,NA,NA,0,0,0,61,61,61,0,"N"
"GTM.5_1",0.0125243139408814,0.919001224546191,0.0443950358951146,0.6,1,0,44,14.5,44,0,"N"
"GTM.6_1",0.965016373696423,1.00096231557348,0.965017623442813,1.2,2,2,34,11.4,4,8,"N"
"GTM.7_1",0.295705643597611,0.981945994529444,0.301481409123474,2.2,2,3,18,5.88888888888889,14,1,"N"
"GTM.8_1",0.0548828094285143,1.02990117073645,0.0620043439710899,7,4,20,10,1.58333333333333,0,0,"Y"
"GTM.9_1",NA,NA,NA,0,0,0,61,61,61,0,"N"
"GTM.10_1",0.00437738140833488,0.900172256086871,0.033431676897879,0.6,1,0,45,14.5,45,4,"N"
"GTM.11_1",0.367726524624378,0.977404442711875,0.377688295409112,0.6,1,1,40,14.5,7,40,"N"
"GTM.12_1",0.350114732228774,1.04247875386151,0.383156324695562,0.2,1,1,42,30,18,42,"N"
"GTM.13_1",5.40967270978854e-12,1.68751668664296,0.0135574833051354,21.2,7,50,13,0.441860465116279,0,0,"Y"
"GTM.14_1",0.00137393448812051,1.06247537666569,0.00432095865487197,14.2,5,46,9,0.878787878787879,0,0,"Y"
"GTM.15_1",0.000000148987991610561,1.13915504426662,0.000254075599685455,4.8,7,23,25,4.16666666666667,2,0,"Y"
"GTM.16_1",NA,NA,NA,0,0,0,61,61,61,0,"N"
"GTM.17_1",0.381989708283208,1.01331728704162,0.384793793599317,7.4,6,15,9,1.69565217391304,7,2,"Y"
"GTM.18_1",0.0702962230981454,1.06411170423468,0.114006569255255,0.4,1,1,35,19.6666666666667,4,20,"N"
"GTM.19_1",0.00682120720823076,1.0633248296321,0.0168453144750695,1.4,2,6,28,9.33333333333333,7,1,"N"
"GTM.20_1",0.000000296201630001214,1.10983336726905,0.0000839954909185387,8.2,6,38,22,2.44444444444444,0,0,"Y"
"GTM.21_1",0.612566320255582,0.992005887672674,0.613364325093339,2.2,1,2,13,4.16666666666667,13,1,"N"
"GTM.22_1",NA,NA,NA,0,0,0,61,61,61,0,"N"
