"state","chsq.prob","odds","pval","cases_yearly","max_cases_monthly","cases_2years","max_gaplength","mean_gaplength","t_since_last_case","t_nocase_prior_lastcase","consecutive_cases_2yr"
"DOM.1_1",NA,NA,NA,0,0,0,61,61,61,0,"N"
"DOM.2_1",NA,NA,NA,0,0,0,61,61,61,0,"N"
"DOM.3_1",NA,NA,NA,0,0,0,61,61,61,0,"N"
"DOM.4_1",0.00000744006463782032,1.14792197942011,0.00242693115889327,2,4,10,42,7.85714285714286,0,4,"Y"
"DOM.5_1",NA,NA,NA,0,0,0,61,61,61,0,"N"
"DOM.6_1",NA,NA,NA,0,0,0,61,61,61,0,"N"
"DOM.7_1",0.557552562356446,1.02532364289438,0.567837987985701,0.2,1,1,38,30,22,38,"N"
"DOM.8_1",NA,NA,NA,0,0,0,61,61,61,0,"N"
"DOM.9_1",0.000116920233565021,1.10848152525369,0.00340904523984748,1,1,5,40,9.33333333333333,7,2,"Y"
"DOM.10_1",0.10896621740739,1.08764391565265,0.199344595078157,0.2,1,1,49,30,11,49,"N"
"DOM.11_1",0.000195167725723699,1.11086739979737,0.00503515159243298,1.4,2,7,42,9.33333333333333,2,7,"Y"
"DOM.12_1",0.00604863478844297,1.08031015726119,0.0226282275557456,0.6,1,3,39,14.5,11,2,"N"
"DOM.13_1",NA,NA,NA,0,0,0,61,61,61,0,"N"
"DOM.14_1",NA,NA,NA,0,0,0,61,61,61,0,"N"
"DOM.15_1",NA,NA,NA,0,0,0,61,61,61,0,"N"
"DOM.16_1",NA,NA,NA,0,0,0,61,61,61,0,"N"
"DOM.17_1",0.00194961277670014,1.11055525947471,0.0203363360460349,0.6,1,3,42,14.5,5,1,"N"
"DOM.18_1",NA,NA,NA,0,0,0,61,61,61,0,"N"
"DOM.19_1",NA,NA,NA,0,0,0,61,61,61,0,"N"
"DOM.20_1",NA,NA,NA,0,0,0,61,61,61,0,"N"
"DOM.21_1",NA,NA,NA,0,0,0,61,61,61,0,"N"
"DOM.22_1",NA,NA,NA,0,0,0,61,61,61,0,"N"
"DOM.23_1",NA,NA,NA,0,0,0,61,61,61,0,"N"
"DOM.24_1",0.557552562356446,1.02532364289438,0.567837987985701,0.2,1,1,38,30,22,38,"N"
"DOM.25_1",NA,NA,NA,0,0,0,61,61,61,0,"N"
"DOM.26_1",0.0000010567718176091,70185215688105345024,0.99953466291822,0.4,2,2,59,30,1,59,"N"
"DOM.27_1",0.000000729578998881486,1.12894832643668,0.000378363555184735,3.4,3,17,37,5.2,1,0,"Y"
"DOM.28_1",NA,NA,NA,0,0,0,61,61,61,0,"N"
"DOM.30_1",NA,NA,NA,0,0,0,61,61,61,0,"N"
"DOM.29_1",NA,NA,NA,0,0,0,61,61,61,0,"N"
"DOM.31_1",0.0364456183410284,1.07879765456688,0.0826168828503743,0.4,1,2,37,19.6666666666667,2,20,"N"
"DOM.32_1",NA,NA,NA,0,0,0,61,61,61,0,"N"
