"state","chsq.prob","odds","pval","cases_yearly","max_cases_monthly","cases_2years","max_gaplength","mean_gaplength","t_since_last_case","t_nocase_prior_lastcase","consecutive_cases_2yr"
"HND.1_1",NA,NA,NA,0,0,0,61,61,61,0,"N"
"HND.2_1",NA,NA,NA,0,0,0,61,61,61,0,"N"
"HND.3_1",NA,NA,NA,0,0,0,61,61,61,0,"N"
"HND.4_1",0.0986736944023685,1.02545646041671,0.105798971236856,8,5,17,16,2.1,2,4,"Y"
"HND.5_1",NA,NA,NA,0,0,0,61,61,61,0,"N"
"HND.6_1",0.00000000171118275105187,1.34330004226943,0.00342983551288986,3.4,4,17,47,5.88888888888889,0,0,"Y"
"HND.7_1",NA,NA,NA,0,0,0,61,61,61,0,"N"
"HND.8_1",NA,NA,NA,0,0,0,61,61,61,0,"N"
"HND.9_1",NA,NA,NA,0,0,0,61,61,61,0,"N"
"HND.10_1",0.706969398673203,0.992769217340552,0.707530550900467,2.8,4,2,20,5.88888888888889,15,0,"Y"
"HND.11_1",NA,NA,NA,0,0,0,61,61,61,0,"N"
"HND.12_1",0.359370445752044,0.982875491186347,0.364708603281954,2.4,3,4,17,6.75,17,1,"N"
"HND.13_1",NA,NA,NA,0,0,0,61,61,61,0,"N"
"HND.14_1",NA,NA,NA,0,0,0,61,61,61,0,"N"
"HND.15_1",NA,NA,NA,0,0,0,61,61,61,0,"N"
"HND.16_1",NA,NA,NA,0,0,0,61,61,61,0,"N"
"HND.17_1",0.807285025861965,1.00568785916664,0.807525556106427,1,2,3,23,11.4,12,6,"N"
"HND.18_1",0.0000000984530419412266,1.36373823021716,0.00887151922345856,1.8,4,9,52,7.85714285714286,1,2,"Y"
