"state","chsq.prob","odds","pval","cases_yearly","max_cases_monthly","cases_2years","max_gaplength","mean_gaplength","t_since_last_case","t_nocase_prior_lastcase","consecutive_cases_2yr"
"CAN.1_1",NA,NA,NA,0,0,0,61,61,61,0,"N"
"CAN.2_1",NA,NA,NA,0,0,0,61,61,61,0,"N"
"CAN.3_1",0.453849482513112,1.01906063917457,0.460302728760701,2,5,5,23,14.5,8,11,"N"
"CAN.4_1",NA,NA,NA,0,0,0,61,61,61,0,"N"
"CAN.5_1",0.192606997889447,0.939434702015415,0.25756432033944,0.2,1,0,44,30,44,16,"N"
"CAN.6_1",0.448120293418032,1.03349861973777,0.468171109014631,0.4,2,2,40,30,20,40,"N"
"CAN.7_1",NA,NA,NA,0,0,0,61,61,61,0,"N"
"CAN.8_1",0.448120293418032,1.03349861973777,0.468171109014631,0.8,4,4,40,30,20,40,"N"
"CAN.9_1",0.719444467154362,1.01084563611559,0.720750256533407,0.6,2,2,35,19.6666666666667,8,35,"N"
"CAN.10_1",NA,NA,NA,0,0,0,61,61,61,0,"N"
"CAN.11_1",0.274654828497116,0.966366373937692,0.297084810394763,1,3,2,35,19.6666666666667,20,35,"N"
"CAN.12_1",0.88145905629601,1.00371439228438,0.881513830392026,0.6,1,2,35,14.5,8,11,"N"
"CAN.13_1",NA,NA,NA,0,0,0,61,61,61,0,"N"
